customer_id,age,gender,region,annual_income,tenure_months,subscription_tier,num_purchases_last_year,avg_order_value,total_spent_last_year,days_since_last_purchase,returns_last_year,email_open_rate,app_sessions_last_month,avg_session_duration_min,support_tickets_last_year,loyalty_points,referral_count,marketing_opt_in,churned
106484,48,Male,South,89600.0,21,Standard,9,70.85,637.65,5,1,0.122,14,4.95,0,427,0,1,0
106485,32,Male,South,41400.0,47,Basic,5,30.69,153.45,69,2,0.351,10,0.81,0,207,0,0,1
106486,38,Male,Central,47600.0,17,Basic,6,14.03,84.18,51,0,0.353,11,19.71,2,0,0,0,1
106487,39,Female,West,15000.0,43,Basic,6,26.34,158.04,23,1,0.596,9,3.68,1,0,0,1,0
106488,29,Male,East,51100.0,52,Standard,7,17.67,123.69,61,0,0.461,2,8.0,1,47,1,1,0
106489,29,Male,South,44700.0,37,Basic,6,72.14,432.84,29,1,0.347,10,7.71,0,195,0,0,0
106490,52,Female,Central,64300.0,9,Basic,1,52.91,52.91,20,0,0.181,9,5.88,2,0,0,1,1
106491,34,Female,West,25800.0,35,Basic,2,14.31,28.62,40,0,0.434,5,32.84,1,174,1,1,1
106492,25,Female,South,62400.0,8,Basic,4,40.64,162.56,121,0,,5,1.34,3,534,1,1,1
106493,38,Male,East,68300.0,27,Basic,4,45.69,182.76,9,0,0.333,8,3.82,1,139,0,0,0
106494,41,Female,North,54000.0,22,Standard,3,36.27,108.81,5,1,0.311,8,11.81,1,156,0,1,0
106495,18,Male,West,41900.0,38,Standard,9,28.29,254.61,40,1,0.721,6,7.74,1,217,1,0,0
106496,38,Male,West,47700.0,19,Basic,4,16.56,66.24,35,0,0.859,7,8.65,2,0,2,1,1
106497,50,Female,South,69900.0,17,Standard,3,44.71,134.13,65,0,0.254,7,4.22,0,0,0,0,1
106498,45,Female,South,35300.0,19,Basic,4,38.23,152.92,25,0,0.2,2,5.87,2,119,0,1,0
106499,68,Female,South,43700.0,20,Basic,5,17.12,85.6,2,0,0.38,4,7.89,1,145,2,0,0
106500,55,Female,North,45400.0,8,Basic,4,46.39,185.56,41,0,0.508,9,6.68,1,249,0,0,1
106501,58,Male,Central,54700.0,53,Standard,3,71.22,213.66,50,0,0.44,12,2.78,1,76,1,0,1
106502,75,Male,West,73100.0,21,Basic,3,47.54,142.62,38,0,0.577,7,13.97,3,129,0,1,1
106503,49,Male,South,63700.0,43,Basic,5,74.45,372.25,47,0,0.151,3,3.32,0,481,0,0,1
106504,41,Non-binary,North,46200.0,34,Standard,2,63.18,126.36,142,0,0.258,3,9.34,1,0,0,1,1
106505,52,Female,North,59900.0,22,Basic,7,109.48,766.36,82,1,0.176,8,17.37,0,348,1,0,1
106506,32,Male,West,24700.0,18,Standard,8,78.28,626.24,41,0,0.267,6,,1,316,1,1,1
106507,40,Female,North,31100.0,8,Basic,7,16.78,117.46,34,1,0.419,7,10.64,2,303,0,0,1
106508,31,Male,South,40900.0,16,Basic,2,57.56,115.12,10,0,0.063,10,1.52,0,183,0,1,0
106509,44,Female,Central,45100.0,9,Standard,12,104.19,1250.28,101,1,0.784,4,9.21,0,398,1,1,1
106510,31,Female,East,40400.0,12,Basic,10,120.1,1201.0,10,0,0.465,10,4.68,0,461,0,0,0
106511,30,Male,West,47000.0,42,Premium,11,167.74,1845.14,43,1,0.589,2,4.69,2,992,0,0,1
106512,44,Male,North,75700.0,18,Basic,8,39.12,312.96,80,1,0.537,13,5.84,2,118,0,1,0
106513,37,Female,South,45800.0,14,Standard,8,62.1,496.8,15,0,0.111,6,1.28,0,162,0,0,0
106514,18,Female,Central,53400.0,19,Standard,9,48.0,432.0,4,1,0.174,4,5.69,0,377,0,0,0
106515,20,Male,West,35600.0,9,Basic,7,59.53,416.71,58,1,0.601,0,3.04,0,31,0,0,1
106516,24,Male,West,43400.0,11,Standard,9,87.24,785.16,52,0,,7,3.45,3,520,0,0,1
106517,28,Male,East,52200.0,46,Standard,9,91.76,825.84,69,1,0.557,4,1.73,1,382,0,1,0
106518,44,Female,South,62800.0,63,Premium,6,186.66,1119.96,11,0,0.607,2,3.66,0,546,1,0,0
106519,42,Female,East,39600.0,25,Basic,5,13.24,66.2,6,0,0.024,3,4.97,1,121,1,1,0
106520,53,Male,North,76400.0,5,Basic,6,38.76,232.56,243,1,0.274,8,8.72,2,273,0,0,1
106521,49,Male,North,52200.0,60,Premium,13,251.58,3270.54,20,1,0.347,10,12.3,2,1795,1,0,0
106522,53,Female,East,65500.0,80,Standard,8,46.36,370.88,29,0,0.412,8,1.6,2,518,1,1,0
106523,47,Female,North,57400.0,31,Standard,4,40.76,163.04,17,0,0.665,4,8.02,0,71,0,0,0
106524,42,Female,South,66800.0,15,Basic,4,37.8,151.2,32,0,0.294,6,17.6,0,371,0,1,0
106525,53,Male,North,66800.0,43,Standard,6,76.05,456.3,0,0,0.572,1,6.73,1,354,0,0,1
106526,51,Female,South,39900.0,24,Premium,10,146.53,1465.3,32,0,0.764,6,9.97,0,710,1,0,0
106527,44,Male,Central,82000.0,40,Standard,7,56.64,396.48,9,1,0.544,9,8.28,0,0,1,0,0
106528,56,Male,Central,75800.0,7,Standard,7,55.23,386.61,18,1,0.408,2,12.15,1,661,1,0,1
106529,18,Female,North,20300.0,18,Premium,13,51.92,674.96,31,0,0.455,5,9.6,0,352,1,1,0
106530,35,Female,South,28200.0,9,Standard,6,37.7,226.2,6,2,0.401,10,12.75,1,116,1,1,1
106531,35,Female,West,57400.0,12,Standard,10,54.15,541.5,2,1,0.196,4,9.64,0,588,0,0,1
106532,54,Female,North,47900.0,6,Basic,4,41.04,164.16,8,0,0.393,13,2.18,1,197,0,0,0
106533,59,Male,West,78200.0,12,Basic,4,58.24,232.96,20,0,0.156,5,2.18,2,226,2,0,1
106534,20,Non-binary,North,44900.0,53,Standard,9,33.44,300.96,1,2,0.262,9,10.52,1,61,1,1,1
106535,57,Female,East,56000.0,13,Premium,12,121.24,1454.88,20,1,0.278,3,6.38,3,451,0,0,0
106536,24,Male,South,23400.0,6,Basic,9,56.37,507.33,7,1,0.161,18,2.42,1,501,1,1,0
106537,24,Female,West,27100.0,13,Standard,10,161.04,1610.4,10,0,0.701,13,3.23,1,891,1,0,0
106538,36,Male,East,31300.0,7,Basic,5,57.54,287.7,80,0,0.347,11,8.77,0,257,0,1,1
106539,35,Male,North,47400.0,26,Basic,7,21.98,153.86,84,1,0.48,8,6.56,1,287,0,1,0
106540,19,Female,South,34200.0,14,Basic,3,19.96,59.88,36,0,0.281,2,25.8,1,134,0,1,1
106541,47,Male,East,65700.0,21,Basic,5,17.69,88.45,114,0,0.526,7,5.11,1,281,0,1,1
106542,48,Male,Central,44800.0,15,Basic,7,21.53,150.71,24,2,0.676,7,2.81,0,301,1,0,0
106543,53,Female,East,73000.0,20,Basic,4,21.61,86.44,69,1,0.278,6,2.17,0,0,0,1,1
106544,33,Non-binary,North,28400.0,6,Standard,5,23.91,119.55,46,0,0.449,8,8.18,2,155,0,1,1
106545,38,Female,East,58800.0,13,Basic,4,11.96,47.84,63,0,0.727,3,7.66,2,0,2,1,1
106546,39,Female,South,27100.0,35,Standard,7,46.14,322.98,2,0,0.06,16,9.24,0,0,1,1,0
106547,61,Male,Central,90800.0,37,Basic,5,14.55,72.75,11,0,0.763,8,6.54,1,140,0,0,0
106548,18,Female,West,20700.0,21,Basic,10,6.29,62.9,27,1,0.603,14,2.07,0,104,0,1,0
106549,27,Female,North,44900.0,23,Basic,10,34.88,348.8,29,2,0.369,6,4.91,1,193,3,0,1
106550,39,Female,East,57400.0,4,Standard,10,27.69,276.9,135,1,0.681,12,5.12,0,459,0,1,1
106551,25,Female,West,16900.0,30,Basic,3,54.78,164.34,14,0,0.221,2,8.62,3,0,1,0,1
106552,36,Female,South,56800.0,52,Premium,13,38.07,494.91,15,0,0.567,4,4.89,1,440,0,0,0
106553,37,Female,East,38300.0,7,Basic,3,63.97,191.91,8,0,0.153,7,14.15,2,147,2,1,1
106554,30,Male,East,35100.0,41,Basic,7,60.58,424.06,12,0,0.075,3,1.46,0,272,2,0,0
106555,40,Female,East,39500.0,6,Basic,3,48.69,146.07,52,0,0.504,5,11.55,1,0,2,0,1
106556,47,Male,East,78100.0,25,Basic,9,27.07,243.63,102,0,0.273,8,18.64,1,295,2,1,1
106557,36,Male,East,28700.0,6,Basic,6,8.56,51.36,44,0,0.151,11,8.65,2,133,0,1,0
106558,33,Female,West,48300.0,7,Premium,20,115.77,2315.4,51,2,0.71,7,4.42,2,1261,0,1,1
106559,37,Male,South,37300.0,12,Basic,5,20.28,101.4,109,0,0.774,19,7.41,2,401,0,0,1
106560,39,Male,West,63200.0,10,Standard,10,86.69,866.9,30,2,0.137,10,5.5,2,330,1,1,1
106561,18,Male,East,60500.0,49,Basic,9,15.81,142.29,20,1,0.153,15,2.66,1,297,2,1,0
106562,45,Male,West,44800.0,26,Standard,8,32.57,260.56,94,1,0.12,7,3.85,3,194,1,1,1
106563,33,Female,South,44200.0,11,Standard,6,81.14,486.84,157,0,0.439,8,16.28,2,382,0,1,1
106564,55,Female,East,57800.0,35,Basic,9,32.57,293.13,61,0,0.112,7,9.32,3,127,0,0,1
106565,47,Male,East,70100.0,39,Basic,7,28.28,197.96,15,1,0.625,7,2.07,1,182,0,1,0
106566,54,Male,South,58700.0,31,Standard,6,65.64,393.84,11,1,0.648,3,10.72,3,403,1,0,0
106567,26,Male,North,48300.0,29,Standard,6,80.37,482.22,37,0,0.44,10,3.01,0,306,1,1,0
106568,34,Male,East,37600.0,29,Standard,7,25.58,179.06,38,1,0.266,12,8.06,1,147,0,0,1
106569,23,Female,North,64200.0,10,Standard,7,47.4,331.8,51,0,0.667,6,11.58,0,66,0,0,1
106570,30,Female,South,15000.0,25,Premium,9,53.17,478.53,18,1,0.481,5,15.03,0,429,0,0,0
106571,55,Non-binary,South,68400.0,49,Basic,7,63.35,443.45,113,0,,4,18.21,0,386,0,1,1
106572,58,Female,East,65900.0,69,Basic,7,8.53,59.71,3,2,0.086,7,8.99,0,135,2,1,0
106573,24,Male,Central,33000.0,23,Standard,5,43.87,219.35,77,0,0.503,10,24.41,1,177,1,0,1
106574,33,Non-binary,Central,46200.0,14,Basic,1,36.12,36.12,55,0,0.409,15,6.77,1,279,0,0,1
106575,38,Female,Central,47800.0,12,Premium,7,44.61,312.27,70,0,0.421,10,6.63,1,315,1,1,1
106576,47,Female,Central,58600.0,46,Standard,5,69.31,346.55,28,0,0.36,3,14.27,1,223,1,1,0
106577,18,Male,North,33700.0,12,Standard,11,44.06,484.66,47,1,0.785,16,4.27,0,339,0,1,0
106578,18,Male,South,,20,Premium,11,107.96,1187.56,28,0,0.483,3,5.45,0,591,1,1,0
106579,45,Male,South,15000.0,20,Standard,3,94.39,283.17,4,1,0.689,9,3.89,1,181,1,0,1
106580,18,Female,North,53900.0,38,Basic,8,14.21,113.68,15,1,0.461,14,11.9,1,206,2,1,0
106581,33,Female,West,78100.0,30,Standard,8,7.15,57.2,45,1,0.128,10,12.13,0,178,1,0,1
106582,41,Female,Central,25300.0,80,Basic,3,44.07,132.21,36,0,0.245,14,8.73,2,169,1,1,0
106583,44,Female,East,53400.0,29,Basic,4,31.13,124.52,134,1,0.712,2,4.88,1,55,0,1,1
106584,37,Female,Central,65200.0,48,Basic,5,11.61,58.05,1,0,0.37,13,10.72,1,374,0,1,0
106585,34,Male,West,56100.0,16,Basic,2,61.5,123.0,52,0,0.433,9,17.57,0,286,0,1,1
106586,50,Female,South,81900.0,30,Standard,7,33.19,232.33,129,0,,8,4.86,2,178,1,1,1
106587,43,Male,North,57000.0,49,Standard,7,125.94,881.58,85,0,0.24,4,9.91,2,481,1,1,1
106588,31,Male,Central,15000.0,45,Basic,3,54.03,162.09,33,0,0.31,3,7.12,2,142,0,1,1
106589,39,Male,West,66200.0,8,Basic,6,30.95,185.7,12,0,0.661,11,20.73,3,0,0,1,0
106590,44,Male,South,61600.0,10,Standard,10,20.97,209.7,1,2,0.585,7,9.78,1,65,2,0,1
106591,61,Female,North,89400.0,30,Standard,8,24.94,199.52,46,0,0.57,4,4.44,1,0,0,1,1
106592,49,Male,West,36000.0,20,Basic,4,26.94,107.76,122,0,0.419,2,10.14,1,76,0,1,1
106593,55,Female,West,46100.0,24,Basic,6,57.71,346.26,41,1,0.465,2,11.8,0,287,1,1,0
106594,31,Female,East,40600.0,20,Standard,4,32.93,131.72,6,0,0.897,7,9.78,3,206,2,1,0
106595,32,Male,Central,60000.0,43,Premium,11,141.44,1555.84,4,0,,18,19.97,0,761,0,0,0
106596,36,Female,South,67700.0,27,Basic,7,30.88,216.16,69,0,0.314,5,10.11,1,0,0,0,1
106597,37,Female,Central,35900.0,21,Premium,15,128.49,1927.35,67,0,0.406,2,1.95,0,1046,2,0,1
106598,26,Male,East,29900.0,97,Premium,8,40.24,321.92,6,1,0.622,14,4.01,1,424,0,1,0
106599,55,Female,West,103400.0,49,Standard,7,27.52,192.64,8,1,0.83,5,2.3,2,135,0,0,0
106600,50,Female,Central,50700.0,56,Premium,6,79.78,478.68,51,0,0.537,17,2.87,1,321,0,1,0
106601,35,Female,West,53600.0,10,Basic,4,32.01,128.04,53,0,0.507,9,10.57,1,0,0,0,1
106602,47,Female,South,49200.0,102,Standard,4,71.35,285.4,205,1,0.283,1,12.53,2,384,0,0,1
106603,42,Male,Central,57400.0,94,Standard,7,6.78,47.46,36,1,0.266,14,6.93,2,39,0,1,0
106604,48,Male,East,44400.0,42,Basic,6,16.8,100.8,60,1,0.853,7,12.1,0,306,0,1,1
106605,22,Female,North,20100.0,27,Standard,6,42.81,256.86,42,0,0.17,7,7.67,0,18,0,1,0
106606,37,Male,West,40900.0,14,Premium,11,220.15,2421.65,48,0,0.34,3,9.84,0,1114,0,1,0
106607,38,Non-binary,East,39400.0,45,Standard,4,35.2,140.8,11,0,0.282,7,13.38,2,238,1,1,0
106608,47,Male,East,51300.0,82,Basic,3,60.8,182.4,14,0,0.333,8,3.5,0,77,0,1,0
106609,31,Male,South,47700.0,27,Basic,7,27.01,189.07,18,0,0.043,6,9.47,2,11,0,1,0
106610,18,Male,North,54500.0,10,Basic,4,10.81,43.24,34,0,0.393,2,10.61,3,38,0,1,1
106611,25,Male,North,26400.0,25,Basic,7,28.52,199.64,34,0,0.565,5,11.35,0,387,1,0,0
106612,38,Male,West,33200.0,17,Premium,9,61.22,550.98,50,0,0.51,7,15.91,2,414,2,1,1
106613,40,Female,South,49000.0,12,Basic,9,44.23,398.07,52,0,0.263,6,6.13,1,211,1,1,1
106614,61,Female,East,56900.0,6,Premium,7,56.91,398.37,5,2,0.12,15,3.84,1,195,0,1,1
106615,47,Female,East,32700.0,76,Standard,4,32.22,128.88,62,1,0.631,19,1.93,1,151,2,0,0
106616,40,Male,South,63800.0,59,Standard,8,57.32,458.56,61,0,0.763,10,3.92,0,441,0,1,0
106617,39,Female,South,49100.0,19,Standard,8,56.18,449.44,43,1,0.741,8,18.56,2,180,0,1,0
106618,53,Male,South,63700.0,3,Basic,7,57.95,405.65,259,0,0.496,3,7.7,3,349,0,1,1
106619,31,Female,Central,15000.0,34,Standard,7,17.34,121.38,14,1,0.382,6,4.09,0,0,1,1,0
106620,37,Male,Central,37900.0,63,Basic,6,35.96,215.76,20,1,0.241,5,12.36,0,37,2,1,0
106621,25,Female,South,15000.0,81,Basic,8,22.39,179.12,55,0,0.759,6,13.66,3,95,0,1,0
106622,57,Female,North,64800.0,34,Premium,9,207.18,1864.62,5,1,0.056,4,3.48,2,1198,0,0,0
106623,44,Female,East,54600.0,14,Basic,6,15.02,90.12,17,0,0.633,1,11.09,1,340,0,1,0
106624,30,Male,South,41300.0,30,Standard,5,7.23,36.15,4,0,0.328,8,10.92,2,0,0,0,0
106625,38,Male,East,37700.0,22,Basic,4,55.97,223.88,2,1,0.599,7,5.86,1,137,2,1,0
106626,46,Female,South,42700.0,20,Basic,3,29.48,88.44,146,0,0.299,10,7.64,0,221,0,0,1
106627,36,Male,West,42400.0,54,Basic,6,36.62,219.72,20,0,0.363,10,13.28,0,267,1,1,0
106628,32,Male,South,46300.0,35,Basic,6,30.66,183.96,15,0,0.764,7,19.65,2,144,1,0,0
106629,30,Male,Central,31300.0,8,Standard,4,37.44,149.76,36,0,0.439,10,6.31,0,322,0,1,0
106630,43,Male,South,38600.0,55,Basic,7,77.43,542.01,7,1,0.233,6,1.39,0,474,0,1,0
106631,34,Female,South,30700.0,76,Standard,2,34.31,68.62,12,0,0.293,3,3.95,0,88,1,1,0
106632,33,Male,Central,33000.0,13,Basic,4,13.4,53.6,68,0,0.34,15,3.25,0,34,2,1,1
106633,22,Female,South,25500.0,34,Basic,5,43.15,215.75,8,0,0.379,3,13.38,1,150,0,1,0
106634,40,Male,North,33500.0,22,Standard,6,27.32,163.92,55,1,0.167,6,2.57,1,199,0,0,1
106635,37,Male,North,39800.0,6,Standard,5,57.96,289.8,17,0,0.251,11,42.68,0,176,1,1,0
106636,35,Female,West,61500.0,30,Basic,4,23.53,94.12,17,0,0.411,5,0.94,1,69,3,0,0
106637,42,Female,East,46700.0,44,Basic,3,5.78,17.34,45,2,0.199,4,18.61,0,54,0,1,1
106638,49,Male,East,40100.0,30,Basic,7,29.89,209.23,41,0,0.629,28,7.79,0,302,0,1,0
106639,48,Male,North,24900.0,61,Standard,9,51.1,459.9,5,0,0.361,14,28.59,0,306,1,0,0
106640,46,Male,North,80300.0,29,Standard,11,110.32,1213.52,77,1,0.546,2,10.81,1,551,1,1,0
106641,36,Non-binary,South,61100.0,6,Basic,9,30.05,270.45,10,0,0.378,10,7.21,1,97,1,1,0
106642,32,Male,South,45300.0,15,Basic,5,18.3,91.5,98,0,0.83,2,15.38,1,78,0,1,1
106643,25,Female,South,50900.0,50,Standard,8,36.1,288.8,5,2,0.525,8,7.56,2,83,1,1,0
106644,31,Male,East,47700.0,2,Basic,7,39.98,279.86,43,0,0.57,6,0.95,1,136,0,1,0
106645,39,Female,West,46900.0,16,Standard,10,40.74,407.4,10,0,0.164,6,4.23,4,0,1,1,0
106646,29,Male,East,21100.0,30,Premium,11,178.35,1961.85,226,0,0.438,4,10.32,1,1067,1,0,1
106647,40,Male,East,75600.0,51,Standard,4,24.7,98.8,33,1,0.367,4,9.83,1,0,2,1,0
106648,26,Female,East,29500.0,65,Basic,6,15.05,90.3,2,0,0.199,7,20.0,3,201,1,1,0
106649,18,Male,North,22600.0,21,Basic,5,37.02,185.1,13,0,0.342,10,5.09,3,96,0,1,1
106650,50,Male,East,58900.0,26,Basic,6,122.77,736.62,1,1,0.714,13,1.56,2,437,1,0,0
106651,33,Female,North,43000.0,17,Basic,6,24.53,147.18,93,0,0.179,8,4.43,0,86,1,1,1
106652,28,Male,West,,27,Standard,13,139.65,1815.45,81,1,0.121,6,9.84,1,1056,0,1,1
106653,25,Male,South,41100.0,9,Standard,6,96.59,579.54,62,0,0.327,3,3.24,3,560,1,1,1
106654,44,Male,East,44600.0,36,Standard,2,64.6,129.2,8,0,0.57,6,7.93,1,326,0,1,0
106655,57,Female,Central,65400.0,2,Standard,7,14.99,104.93,10,1,0.23,7,5.97,2,172,1,0,1
106656,34,Female,South,50800.0,33,Basic,3,37.04,111.12,3,0,0.405,13,5.58,1,246,0,0,0
106657,36,Male,North,35800.0,22,Basic,10,45.81,458.1,14,1,0.396,7,4.39,0,433,2,1,0
106658,53,Female,Central,81500.0,52,Standard,9,48.65,437.85,4,1,0.225,13,1.17,4,592,1,1,0
106659,18,Female,South,27700.0,43,Standard,8,38.91,311.28,73,0,0.39,10,8.46,0,494,0,1,1
106660,65,Male,South,95000.0,19,Standard,9,57.76,519.84,46,1,0.488,8,8.5,0,230,1,0,1
106661,71,Male,South,58900.0,41,Basic,7,16.9,118.3,26,0,0.311,7,14.1,1,349,0,1,1
106662,18,Male,South,37200.0,10,Premium,9,111.74,1005.66,1,1,0.546,5,7.13,2,726,0,1,0
106663,38,Male,East,34500.0,6,Basic,8,14.16,113.28,62,2,0.173,8,4.7,1,0,1,0,1
106664,30,Female,West,30500.0,33,Standard,8,13.04,104.32,122,0,0.239,5,16.52,0,314,0,1,1
106665,36,Female,West,57800.0,6,Basic,6,32.64,195.84,32,0,0.178,10,1.14,0,89,0,0,1
106666,34,Male,East,40000.0,69,Standard,7,81.85,572.95,27,1,,10,10.77,2,337,0,1,0
106667,50,Female,West,94800.0,4,Premium,12,97.77,1173.24,5,0,0.239,4,15.5,0,648,0,0,0
106668,38,Female,West,,49,Standard,4,55.39,221.56,1,1,0.569,4,21.93,1,158,0,1,0
106669,27,Male,North,26800.0,22,Standard,5,24.41,122.05,12,1,0.309,4,,0,85,1,0,0
106670,37,Female,East,53300.0,37,Standard,1,68.45,68.45,76,0,0.381,4,8.82,1,158,0,0,1
106671,46,Male,North,51300.0,27,Standard,10,81.6,816.0,25,1,0.443,2,5.96,1,374,0,0,0
106672,24,Male,South,45300.0,16,Basic,5,34.82,174.1,16,0,0.184,11,2.0,0,75,0,0,1
106673,18,Male,West,23900.0,14,Basic,6,53.73,322.38,50,0,0.239,7,12.43,0,340,0,1,0
106674,65,Female,West,78300.0,38,Premium,9,140.43,1263.87,20,2,0.488,15,12.52,0,853,0,1,0
106675,31,Female,Central,43100.0,52,Standard,6,22.04,132.24,54,0,0.401,9,13.37,1,295,2,1,0
106676,37,Male,East,47100.0,30,Premium,10,94.47,944.7,54,0,0.279,7,7.27,1,433,0,1,0
106677,34,Male,North,57800.0,36,Standard,12,58.91,706.92,134,2,0.63,10,3.18,1,458,2,1,1
106678,46,Female,North,29400.0,29,Standard,2,26.63,53.26,6,0,0.391,7,1.71,0,0,0,1,0
106679,62,Female,South,,8,Standard,6,67.75,406.5,45,0,0.19,2,4.29,0,228,2,0,1
106680,47,Male,South,45700.0,9,Premium,9,81.48,733.32,13,0,0.824,4,28.34,0,536,1,1,0
106681,19,Female,East,15000.0,65,Standard,12,104.61,1255.32,50,2,0.562,1,5.58,1,642,0,1,1
106682,21,Female,East,19100.0,22,Basic,6,22.98,137.88,122,1,0.152,7,8.22,2,330,0,1,1
106683,34,Female,North,34500.0,48,Basic,4,70.85,283.4,33,0,0.661,2,1.07,1,318,3,0,0
106684,36,Female,North,41800.0,18,Basic,5,25.06,125.3,58,0,0.333,6,6.22,0,100,1,0,1
106685,18,Female,North,32700.0,12,Basic,2,33.06,66.12,59,0,0.048,11,22.23,1,84,0,0,1
106686,50,Female,West,66000.0,18,Basic,6,44.88,269.28,7,0,0.521,4,3.95,3,104,0,0,1
106687,25,Male,South,28900.0,40,Basic,5,26.94,134.7,23,0,0.783,12,8.68,0,94,1,1,0
106688,58,Male,North,88200.0,14,Basic,4,55.25,221.0,55,0,0.63,9,6.26,2,78,0,0,1
106689,63,Female,South,65600.0,29,Basic,6,27.92,167.52,64,0,0.467,13,14.12,2,366,0,0,1
106690,36,Female,South,17800.0,36,Standard,8,73.82,590.56,28,0,0.348,6,0.98,2,84,0,0,1
106691,45,Male,South,48800.0,25,Basic,6,54.52,327.12,19,0,0.832,3,5.17,1,0,1,0,1
106692,23,Female,West,33400.0,28,Standard,14,98.29,1376.06,46,2,0.172,6,8.07,0,680,0,1,0
106693,47,Female,South,15000.0,29,Premium,6,90.23,541.38,1,0,0.489,15,10.94,1,470,1,0,0
106694,33,Male,North,59200.0,13,Standard,4,81.72,326.88,6,0,0.405,8,,0,166,1,1,0
106695,25,Male,South,33300.0,20,Basic,4,19.12,76.48,72,0,0.346,5,4.81,0,185,0,1,1
106696,35,Male,North,28000.0,13,Standard,1,130.77,130.77,57,0,0.421,17,15.1,0,190,1,1,0
106697,33,Female,Central,28800.0,20,Standard,8,41.61,332.88,42,0,0.161,1,5.49,1,150,0,0,1
106698,35,Female,West,54800.0,43,Basic,4,20.24,80.96,47,1,0.319,15,11.74,1,286,2,1,1
106699,51,Female,East,71700.0,42,Basic,7,18.49,129.43,151,0,0.391,7,6.72,0,288,0,1,1
106700,29,Male,East,29400.0,29,Premium,8,74.72,597.76,50,0,0.354,7,4.92,0,371,1,1,0
106701,62,Female,South,50800.0,25,Standard,6,93.46,560.76,23,0,0.521,2,3.75,0,266,1,1,0
106702,22,Female,South,33600.0,34,Premium,11,138.28,1521.08,7,0,0.467,4,8.27,2,542,2,1,0
106703,60,Female,South,72300.0,28,Standard,4,181.21,724.84,143,0,0.649,2,0.77,0,361,0,0,1
106704,26,Male,West,43500.0,19,Basic,5,37.55,187.75,83,2,0.809,5,11.79,1,117,1,1,1
106705,39,Female,West,40100.0,24,Standard,7,51.13,357.91,4,1,0.119,5,7.63,0,200,0,0,0
106706,33,Female,South,,10,Premium,10,90.99,909.9,27,0,0.191,11,6.89,1,352,2,1,0
106707,35,Male,West,44400.0,9,Basic,7,30.11,210.77,42,1,0.587,6,11.54,1,178,3,0,1
106708,49,Male,North,71000.0,59,Basic,3,68.25,204.75,10,0,0.83,9,1.77,1,152,1,0,0
106709,58,Male,North,84600.0,40,Standard,11,61.62,677.82,29,0,0.426,2,10.92,2,76,0,0,0
106710,54,Male,North,84600.0,16,Premium,8,126.5,1012.0,8,1,0.352,4,10.85,2,295,2,0,0
106711,34,Female,South,61400.0,24,Premium,9,204.57,1841.13,38,1,0.508,6,9.22,2,913,1,0,1
106712,41,Male,South,75200.0,18,Standard,8,81.27,650.16,16,0,0.205,4,22.63,0,542,0,1,0
106713,29,Female,Central,52600.0,23,Standard,3,40.88,122.64,24,0,0.456,3,1.6,0,11,0,1,0
106714,26,Male,South,27300.0,41,Basic,5,36.43,182.15,33,0,0.771,3,2.72,2,133,0,1,0
106715,24,Female,South,55200.0,2,Standard,5,93.29,466.45,36,0,0.435,16,10.4,2,476,0,0,0
106716,33,Male,North,23000.0,33,Standard,7,25.56,178.92,57,0,0.277,10,13.5,3,164,1,1,0
106717,42,Male,North,83900.0,8,Basic,5,37.07,185.35,16,0,0.666,11,1.44,0,122,0,1,0
106718,18,Female,North,15000.0,120,Basic,7,41.94,293.58,17,0,0.469,4,6.55,0,137,0,0,0
106719,38,Female,North,,47,Standard,4,118.38,473.52,9,0,0.279,12,25.33,2,390,2,1,0
106720,59,Male,South,87200.0,7,Premium,12,103.11,1237.32,48,0,0.077,11,2.39,0,777,0,0,0
106721,54,Female,North,68600.0,7,Premium,11,21.61,237.71,49,0,0.604,15,14.45,3,306,0,0,1
106722,31,Non-binary,North,15000.0,15,Basic,8,20.69,165.52,11,1,0.024,10,6.18,1,218,1,1,0
106723,21,Female,East,17600.0,23,Standard,7,89.91,629.37,51,0,0.41,10,4.15,0,719,1,1,0
106724,45,Male,Central,58600.0,14,Standard,7,66.43,465.01,11,0,0.244,1,12.04,3,421,1,0,0
106725,18,Male,North,36900.0,15,Basic,3,22.05,66.15,10,0,0.274,13,,1,50,0,1,0
106726,53,Female,West,58700.0,3,Standard,7,49.41,345.87,54,0,0.719,1,4.01,1,229,0,1,0
106727,36,Male,West,46100.0,97,Standard,6,20.28,121.68,1,0,0.35,5,15.79,1,137,1,1,0
106728,63,Male,East,50200.0,23,Basic,12,14.74,176.88,44,1,0.592,5,8.76,1,94,0,0,1
106729,18,Male,West,52800.0,71,Standard,12,17.1,205.2,31,0,0.2,16,6.06,0,397,0,1,0
106730,51,Male,East,54100.0,15,Standard,8,101.78,814.24,37,0,0.313,4,16.16,0,490,0,1,0
106731,38,Male,Central,58000.0,89,Premium,17,40.55,689.35,15,1,0.135,21,7.08,1,688,0,1,1
106732,35,Female,North,63800.0,36,Standard,6,16.07,96.42,36,1,0.276,6,14.87,3,3,0,0,1
106733,21,Female,East,15000.0,25,Basic,8,82.02,656.16,46,0,0.087,8,5.15,1,388,0,1,1
106734,47,Female,West,57300.0,64,Basic,7,19.1,133.7,40,0,0.317,4,7.68,0,213,0,0,0
